season,team,arena,wins,winpercent,playoffs,coach,topWS,color1,color2,srs,logo,opponent1,opponent2,opponent3,opponent4
1996-97,Boston Celtics,FleetCenter,15,0.183,0,M. Carr,D. Wesley (6.1),#008348,#BB9753,-6.62,teams/BOS/logos/1997-present.png,,,,
1997-98,Boston Celtics,FleetCenter,36,0.439,0,R. Pitino,D. Barros (5.6),#008348,#BB9753,-1.96,teams/BOS/logos/1997-present.png,,,,
1998-99,Boston Celtics,FleetCenter,19,0.38,0,R. Pitino,P. Pierce (4.9),#008348,#BB9753,-1.75,teams/BOS/logos/1997-present.png,,,,
1999-00,Boston Celtics,FleetCenter,35,0.427,0,R. Pitino,P. Pierce (8.2),#008348,#BB9753,-1,teams/BOS/logos/1997-present.png,,,,
2000-01,Boston Celtics,FleetCenter,36,0.439,0,R. Pitino/J. O'Brien,P. Pierce (10.4),#008348,#BB9753,-2.4,teams/BOS/logos/1997-present.png,,,,
2001-02,Boston Celtics,FleetCenter,49,0.598,0.6,J. O'Brien,P. Pierce (12.9),#008348,#BB9753,1.75,teams/BOS/logos/1997-present.png,Won First Round versus <span>Philadelphia 76ers (3-2)</span>,Won Conference Semifinals versus <span>Detroit Pistons (4-1)</span>,Lost Conference Finals versus <span>New Jersey Nets (2-4)</span>,
2002-03,Boston Celtics,FleetCenter,44,0.537,0.4,J. O'Brien,P. Pierce (10.1),#008348,#BB9753,-0.75,teams/BOS/logos/1997-present.png,Won First Round versus <span>Indiana Pacers (4-2)</span>,Lost Conference Semifinals versus <span>New Jersey Nets (0-4)</span>,,
2003-04,Boston Celtics,FleetCenter,36,0.439,0.2,J. O'Brien/J. Carroll,P. Pierce (7.1),#008348,#BB9753,-1.99,teams/BOS/logos/1997-present.png,Lost First Round versus <span>Indiana Pacers (0-4)</span>,,,
2004-05,Boston Celtics,FleetCenter,45,0.549,0.2,D. Rivers,P. Pierce (11.2),#008348,#BB9753,0.35,teams/BOS/logos/1997-present.png,Lost First Round versus <span>Indiana Pacers (3-4)</span>,,,
2005-06,Boston Celtics,TD Banknorth Garden,33,0.402,0,D. Rivers,P. Pierce (11.5),#008348,#BB9753,-1.59,teams/BOS/logos/1997-present.png,,,,
2006-07,Boston Celtics,TD Banknorth Garden,24,0.293,0,D. Rivers,A. Jefferson (6.6),#008348,#BB9753,-3.7,teams/BOS/logos/1997-present.png,,,,
2007-08,Boston Celtics,TD Banknorth Garden,66,0.805,1,D. Rivers,K. Garnett (12.9),#008348,#BB9753,9.3,teams/BOS/logos/1997-present.png,Won First Round versus <span>Atlanta Hawks (4-3)</span>,Won Conference Semifinals versus <span>Cleveland Cavaliers (4-3)</span>,Won Conference Finals versus <span>Detroit Pistons (4-2)</span>,Won Finals versus <span>Los Angeles Lakers (4-2)</span>
2008-09,Boston Celtics,TD Banknorth Garden,62,0.756,0.4,D. Rivers,R. Allen (11.1),#008348,#BB9753,7.44,teams/BOS/logos/1997-present.png,Won First Round versus <span>Chicago Bulls (4-3)</span>,Lost Conference Semifinals versus <span>Orlando Magic (3-4)</span>,,
2009-10,Boston Celtics,TD Garden,50,0.61,0.8,D. Rivers,R. Rondo (9.6),#008348,#BB9753,3.37,teams/BOS/logos/1997-present.png,Won First Round versus <span>Miami Heat (4-1)</span>,Won Conference Semifinals versus <span>Cleveland Cavaliers (4-2)</span>,Won Conference Finals versus <span>Orlando Magic (4-2)</span>,Lost Finals versus <span>Los Angeles Lakers (3-4)</span>
2010-11,Boston Celtics,TD Garden,56,0.683,0.4,D. Rivers,P. Pierce (11.6),#008348,#BB9753,4.83,teams/BOS/logos/1997-present.png,Won First Round versus <span>New York Knicks (4-0)</span>,Lost Conference Semifinals versus <span>Miami Heat (1-4)</span>,,
2011-12,Boston Celtics,TD Garden,39,0.591,0.6,D. Rivers,P. Pierce (7.0),#008348,#BB9753,2.26,teams/BOS/logos/1997-present.png,Won First Round versus <span>Atlanta Hawks (4-2)</span>,Won Conference Semifinals versus <span>Philadelphia 76ers (4-3)</span>,Lost Conference Finals versus <span>Miami Heat (3-4)</span>,
2012-13,Boston Celtics,TD Garden,41,0.506,0.2,D. Rivers,P. Pierce (7.2),#008348,#BB9753,-0.62,teams/BOS/logos/1997-present.png,Lost First Round versus <span>New York Knicks (2-4)</span>,,,
2013-14,Boston Celtics,TD Garden,25,0.305,0,B. Stevens,B. Bass (5.1),#008348,#BB9753,-4.97,teams/BOS/logos/1997-present.png,,,,
2014-15,Boston Celtics,TD Garden,40,0.488,0.2,B. Stevens,T. Zeller (6.5),#008348,#BB9753,-0.4,teams/BOS/logos/1997-present.png,Lost First Round versus <span>Cleveland Cavaliers (0-4)</span>,,,
2015-16,Boston Celtics,TD Garden,48,0.585,0.2,B. Stevens,I. Thomas (9.7),#008348,#BB9753,2.84,teams/BOS/logos/1997-present.png,Lost First Round versus <span>Atlanta Hawks (2-4)</span>,,,
2016-17,Boston Celtics,TD Garden,53,0.646,0.6,B. Stevens,I. Thomas (12.5),#008348,#BB9753,2.25,teams/BOS/logos/1997-present.png,Won First Round versus <span>Chicago Bulls (4-2)</span>,Won Conference Semifinals versus <span>Washington Wizards (4-3)</span>,Lost Conference Finals versus <span>Cleveland Cavaliers (1-4)</span>,
2017-18,Boston Celtics,TD Garden,55,0.671,0.6,B. Stevens,K. Irving (8.9),#008348,#BB9753,3.23,teams/BOS/logos/1997-present.png,Won First Round versus <span>Milwaukee Bucks (4-3)</span>,Won Conference Semifinals versus <span>Philadelphia 76ers (4-1)</span>,Lost Conference Finals versus <span>Cleveland Cavaliers (3-4)</span>,
2018-19,Boston Celtics,TD Garden,49,0.598,0.4,B. Stevens,K. Irving (9.1),#008348,#BB9753,3.9,teams/BOS/logos/1997-present.png,Won First Round versus <span>Indiana Pacers (4-0)</span>,Lost Conference Semifinals versus <span>Milwaukee Bucks (1-4)</span>,,
2019-20,Boston Celtics,TD Garden,48,0.667,0.6,B. Stevens,J. Tatum (6.9),#008348,#BB9753,5.83,teams/BOS/logos/1997-present.png,Won First Round versus <span>Philadelphia 76ers (4-0)</span>,Won Conference Semifinals versus <span>Toronto Raptors (4-3)</span>,Lost Conference Finals versus <span>Miami Heat (2-4)</span>,
2020-21,Boston Celtics,TD Garden,36,0.5,0.2,B. Stevens,J. Tatum (6.5),#008348,#BB9753,1.32,teams/BOS/logos/1997-present.png,Lost First Round versus <span>Brooklyn Nets (1-4)</span>,,,
2021-22,Boston Celtics,TD Garden,51,0.622,0.8,I. Udoka,R. Williams (9.9),#008348,#BB9753,7.02,teams/BOS/logos/1997-present.png,Won First Round versus <span>Brooklyn Nets (4-0)</span>,Won Conference Semifinals versus <span>Milwaukee Bucks (4-3)</span>,Won Conference Finals versus <span>Miami Heat (4-3)</span>,Lost Finals versus <span>Golden State Warriors (2-4)</span>
2022-23,Boston Celtics,TD Garden,57,0.695,0.6,J. Mazzulla,J. Tatum (10.5),#008348,#BB9753,6.38,teams/BOS/logos/1997-present.png,Won First Round versus <span>Atlanta Hawks (4-2)</span>,Won Conference Semifinals versus <span>Philadelphia 76ers (4-3)</span>,Lost Conference Finals versus <span>Miami Heat (3-4)</span>,
